"Código","Unidade Territorial","UF","Referência","Pessoas com Deficiência (PCD) beneficiárias do BPC","Idosos beneficiários do BPC","Valor Repassado a PCDs pelo BPC","Valor Repassado a Idosos pelo BPC","Total de Beneficiários do BPC","Valor Total repassado ao BPC"
"355120","SARUTAIÁ","SP","12/2023","30","17","39600,72","22440","47","62040,72"
"355130","SEBASTIANÓPOLIS DO SUL","SP","12/2023","35","27","46200,39","35640","62","81840,39"
"355140","SERRA AZUL","SP","12/2023","127","96","167643,42","126720,84","223","294364,26"
"355150","SERRANA","SP","12/2023","513","344","677187,18","454086,45","857","1131273,63"
"355160","SERRA NEGRA","SP","12/2023","293","322","386779,24","425046,04","615","811825,28"
"355170","SERTÃOZINHO","SP","12/2023","1229","1155","1623687,32","1524613,63","2384","3148300,95"
"355180","SETE BARRAS","SP","12/2023","293","461","386765,91","608528,9","754","995294,81"
"355190","SEVERÍNIA","SP","12/2023","158","82","208570,12","108241,96","240","316812,08"
"355200","SILVEIRAS","SP","12/2023","59","75","77882,52","99000","134","176882,52"
"355210","SOCORRO","SP","12/2023","421","408","557052,05","539882,47","829","1096934,52"
"355220","SOROCABA","SP","12/2023","4430","5170","5847854,24","6829741,51","9600","12677595,75"
"355230","SUD MENNUCCI","SP","12/2023","51","50","67320,35","66001,11","101","133321,46"
"355240","SUMARÉ","SP","12/2023","2172","3275","2868416,63","4326984,05","5447","7195400,68"
"355250","SUZANO","SP","12/2023","3794","4749","5010970,77","6272676,99","8543","11283647,76"
"355255","SUZANÁPOLIS","SP","12/2023","30","20","39600,62","26400","50","66000,62"
"355260","TABAPUÃ","SP","12/2023","123","99","162366,07","130683,09","222","293049,16"
"355270","TABATINGA","SP","12/2023","124","54","163688,01","71281,88","178","234969,89"
"355280","TABOÃO DA SERRA","SP","12/2023","3337","5487","4406328,17","7245578,3","8824","11651906,47"
"355290","TACIBA","SP","12/2023","63","18","83161,15","23760,31","81","106921,46"
"355300","TAGUAÍ","SP","12/2023","153","116","201965,78","153120,97","269","355086,75"
"355310","TAIAÇU","SP","12/2023","67","52","88442,5","68640","119","157082,5"
"355320","TAIÚVA","SP","12/2023","63","61","83161,24","80520,96","124","163682,20"
"355330","TAMBAÚ","SP","12/2023","238","159","314169,97","209882,35","397","524052,32"
"355340","TANABI","SP","12/2023","551","883","728749,75","1165606,69","1434","1894356,44"
"355350","TAPIRAÍ","SP","12/2023","93","99","122760,5","130680,2","192","253440,7"
"355360","TAPIRATIBA","SP","12/2023","156","81","205931,42","106921,45","237","312852,87"
"355365","TAQUARAL","SP","12/2023","17","6","22440","7920","23","30360"
"355370","TAQUARITINGA","SP","12/2023","662","477","873890,28","629642,43","1139","1503532,71"
"355380","TAQUARITUBA","SP","12/2023","560","394","740553,42","520087,79","954","1260641,21"
"355385","TAQUARIVAÍ","SP","12/2023","72","44","95040,2","58080","116","153120,2"
"355390","TARABAI","SP","12/2023","69","56","91081,8","73920,11","125","165001,91"
"355395","TARUMÃ","SP","12/2023","110","119","145207,45","157083,94","229","302291,39"
"355400","TATUÍ","SP","12/2023","1146","948","1512683,52","1254002,23","2094","2766685,75"
"355410","TAUBATÉ","SP","12/2023","2815","3417","3715943,1","4517062,17","6232","8233005,27"
"355420","TEJUPÁ","SP","12/2023","33","15","43560,8","19800","48","63360,8"
"355430","TEODORO SAMPAIO","SP","12/2023","319","235","421107,23","310208,18","554","731315,41"
"355440","TERRA ROXA","SP","12/2023","57","48","75241,1","63361,85","105","138602,95"
"355450","TIETÊ","SP","12/2023","279","252","368295,86","333964,15","531","702260,01"
"355460","TIMBURI","SP","12/2023","44","23","58081,1","30360,8","67","88441,9"
"355465","TORRE DE PEDRA","SP","12/2023","31","27","40920,2","35640","58","76560,2"
"355470","TORRINHA","SP","12/2023","92","120","121444,32","158401,8","212","279846,12"
"355475","TRABIJU","SP","12/2023","6","5","7920,56","6600","11","14520,56"
"355480","TREMEMBÉ","SP","12/2023","304","441","401299,6","582125,09","745","983424,69"
"355490","TRÊS FRONTEIRAS","SP","12/2023","92","33","121444,61","43563,89","125","165008,50"
"355495","TUIUTI","SP","12/2023","63","80","83160","105601,29","143","188761,29"
"355500","TUPÃ","SP","12/2023","977","821","1291000,72","1086363,51","1798","2377364,23"
"355510","TUPI PAULISTA","SP","12/2023","209","102","275893,55","134643","311","410536,55"
"355520","TURIÚBA","SP","12/2023","20","11","26400,2","14520","31","40920,2"
"355530","TURMALINA","SP","12/2023","14","12","18480","15840","26","34320"
"355535","UBARANA","SP","12/2023","50","53","66002,39","69960","103","135962,39"
"355540","UBATUBA","SP","12/2023","1334","2036","1760945,06","2688890,94","3370","4449836,00"
"355550","UBIRAJARA","SP","12/2023","38","34","50160","44880","72","95040"
"355560","UCHOA","SP","12/2023","131","173","172926,03","228363,97","304","401290,00"
"355570","UNIÃO PAULISTA","SP","12/2023","12","4","15841,07","5280","16","21121,07"
"355580","URÂNIA","SP","12/2023","161","79","212529,62","104281,73","240","316811,35"
"355590","URU","SP","12/2023","11","6","14520,57","7920","17","22440,57"
"355600","URUPÊS","SP","12/2023","151","156","199327,37","205921,38","307","405248,75"
"355610","VALENTIM GENTIL","SP","12/2023","164","113","216490,54","149163,15","277","365653,69"
"355620","VALINHOS","SP","12/2023","648","891","855392,22","1176125,03","1539","2031517,25"
"355630","VALPARAÍSO","SP","12/2023","316","139","417142,29","183481,88","455","600624,17"
"355635","VARGEM","SP","12/2023","54","87","72600,2","114840","141","187440,2"
"355640","VARGEM GRANDE DO SUL","SP","12/2023","351","332","463329,62","438246,67","683","901576,29"
"355645","VARGEM GRANDE PAULISTA","SP","12/2023","356","654","469935,51","865928,81","1010","1335864,32"
"355650","VÁRZEA PAULISTA","SP","12/2023","899","1174","1188051,38","1549683,49","2073","2737734,87"
"355660","VERA CRUZ","SP","12/2023","126","118","166322,86","157082,4","244","323405,26"
"355670","VINHEDO","SP","12/2023","325","453","429005,76","599283,73","778","1028289,49"
"355680","VIRADOURO","SP","12/2023","132","114","174253,52","150482,98","246","324736,50"
"355690","VISTA ALEGRE DO ALTO","SP","12/2023","46","57","60723,15","75242,27","103","135965,42"
"355695","VITÓRIA BRASIL","SP","12/2023","14","9","18480","11880","23","30360"
"355700","VOTORANTIM","SP","12/2023","676","790","892354,51","1042804,76","1466","1935159,27"
"355710","VOTUPORANGA","SP","12/2023","1436","1144","1898254,83","1511404,75","2580","3409659,58"
"355715","ZACARIAS","SP","12/2023","14","5","18483,18","6600,1","19","25083,28"
"355720","CHAVANTES","SP","12/2023","179","110","236288,75","145201,51","289","381490,26"
"355730","ESTIVA GERBI","SP","12/2023","71","49","93722,03","64680,15","120","158402,18"
"170025","ABREULÂNDIA","TO","12/2023","16","9","21120","11880,2","25","33000,2"
"170030","AGUIARNÓPOLIS","TO","12/2023","150","34","198006,34","44880","184","242886,34"
"170035","ALIANÇA DO TOCANTINS","TO","12/2023","111","104","146526,16","137281,86","215","283808,02"
"170040","ALMAS","TO","12/2023","144","47","190080,2","62040","191","252120,2"
"170070","ALVORADA","TO","12/2023","230","126","303610,65","166320,59","356","469931,24"
"170100","ANANÁS","TO","12/2023","274","105","361690,94","138600,2","379","500291,14"
"170105","ANGICO","TO","12/2023","38","6","50160,15","7920","44","58080,15"
"170110","APARECIDA DO RIO NEGRO","TO","12/2023","72","44","95041,01","58081,06","116","153122,07"
"170130","ARAGOMINAS","TO","12/2023","48","44","63360","58080","92","121440"
"170190","ARAGUACEMA","TO","12/2023","66","46","87120","60720","112","147840"
"170200","ARAGUAÇU","TO","12/2023","255","120","336603,24","158400","375","495003,24"
"170210","ARAGUAÍNA","TO","12/2023","4458","3388","5884419,35","4472200,81","7846","10356620,16"
"170215","ARAGUANÃ","TO","12/2023","130","73","171604,03","96362,57","203","267966,60"
"170220","ARAGUATINS","TO","12/2023","1024","399","1351710,47","526684,5","1423","1878394,97"
"170230","ARAPOEMA","TO","12/2023","117","49","154443,94","64680,3","166","219124,24"
"170240","ARRAIAS","TO","12/2023","371","157","489746,37","207242,02","528","696988,39"
"170255","AUGUSTINÓPOLIS","TO","12/2023","833","245","1099580,65","323401,92","1078","1422982,57"
"170270","AURORA DO TOCANTINS","TO","12/2023","42","16","55440","21120","58","76560"
"170290","AXIXÁ DO TOCANTINS","TO","12/2023","108","59","142562,67","77880","167","220442,67"
"170300","BABAÇULÂNDIA","TO","12/2023","91","42","120120,21","55440,12","133","175560,33"
"170305","BANDEIRANTES DO TOCANTINS","TO","12/2023","45","22","59400,8","29040","67","88440,8"
"170307","BARRA DO OURO","TO","12/2023","42","15","55441,26","19800,9","57","75242,16"
"170310","BARROLÂNDIA","TO","12/2023","98","45","129361,85","59400","143","188761,85"
"170320","BERNARDO SAYÃO","TO","12/2023","37","19","48840,2","25080","56","73920,2"
"170330","BOM JESUS DO TOCANTINS","TO","12/2023","31","11","40921,58","14520,1","42","55441,68"
"170360","BRASILÂNDIA DO TOCANTINS","TO","12/2023","27","14","35640,29","18480,75","41","54121,04"
"170370","BREJINHO DE NAZARÉ","TO","12/2023","52","34","68641,7","44880,38","86","113522,08"
"170380","BURITI DO TOCANTINS","TO","12/2023","75","26","99001,34","34320","101","133321,34"
"170382","CACHOEIRINHA","TO","12/2023","37","7","48840","9240","44","58080"
"170384","CAMPOS LINDOS","TO","12/2023","126","37","166320","48840,44","163","215160,44"
"170386","CARIRI DO TOCANTINS","TO","12/2023","38","45","50160,61","59400","83","109560,61"
"170388","CARMOLÂNDIA","TO","12/2023","26","23","34320,96","30360","49","64680,96"
"170389","CARRASCO BONITO","TO","12/2023","20","8","26400,4","10560","28","36960,4"
"170390","CASEARA","TO","12/2023","55","40","72601,19","52800,57","95","125401,76"
"170410","CENTENÁRIO","TO","12/2023","24","3","31682,54","3960","27","35642,54"
"170460","CHAPADA DE AREIA","TO","12/2023","8","7","10560,91","9240","15","19800,91"
"170510","CHAPADA DA NATIVIDADE","TO","12/2023","28","9","36962,79","11880","37","48842,79"
"170550","COLINAS DO TOCANTINS","TO","12/2023","1082","716","1429591,12","945130,75","1798","2374721,87"
"170555","COMBINADO","TO","12/2023","93","34","122764,19","44880","127","167644,19"
"170560","CONCEIÇÃO DO TOCANTINS","TO","12/2023","75","26","99000,42","34320,33","101","133320,75"
"170600","COUTO MAGALHÃES","TO","12/2023","18","25","23761,09","33000,7","43","56761,79"
"170610","CRISTALÂNDIA","TO","12/2023","121","88","160780,98","116160,1","209","276941,08"
"170625","CRIXÁS DO TOCANTINS","TO","12/2023","23","15","30360","19800","38","50160"
"170650","DARCINÓPOLIS","TO","12/2023","82","30","108240,35","39600,2","112","147840,55"
"170700","DIANÓPOLIS","TO","12/2023","480","174","633609,92","229680","654","863289,92"
"170710","DIVINÓPOLIS DO TOCANTINS","TO","12/2023","87","59","114844,55","77882,34","146","192726,89"
"170720","DOIS IRMÃOS DO TOCANTINS","TO","12/2023","95","31","125400,81","40920","126","166320,81"
"170730","DUERÉ","TO","12/2023","80","49","105601,86","64680","129","170281,86"
"170740","ESPERANTINA","TO","12/2023","70","29","92400,2","38280","99","130680,2"
"170755","FÁTIMA","TO","12/2023","28","19","36960,75","25080,76","47","62041,51"
"170765","FIGUEIRÓPOLIS","TO","12/2023","83","55","109563,73","72600,6","138","182164,33"
"170770","FILADÉLFIA","TO","12/2023","138","65","182161,69","85800,73","203","267962,42"
"170820","FORMOSO DO ARAGUAIA","TO","12/2023","445","218","587408,62","287760,32","663","875168,94"
"170825","FORTALEZA DO TABOCÃO","TO","12/2023","33","28","43560,3","36960","61","80520,3"
"170830","GOIANORTE","TO","12/2023","79","26","104280,79","34320,33","105","138601,12"
"170900","GOIATINS","TO","12/2023","147","42","194042,47","55440,77","189","249483,24"
"170930","GUARAÍ","TO","12/2023","655","491","867269,32","649445,08","1146","1516714,40"
"170950","GURUPI","TO","12/2023","1859","1860","2455260,2","2455221,33","3719","4910481,53"
"170980","IPUEIRAS","TO","12/2023","11","5","14521,63","6600,21","16","21121,84"
"171050","ITACAJÁ","TO","12/2023","132","39","174240","51480,2","171","225720,2"
"171070","ITAGUATINS","TO","12/2023","61","14","80520,38","18480,6","75","99000,98"
"171090","ITAPIRATINS","TO","12/2023","44","12","58080","15840","56","73920"
"171110","ITAPORÃ DO TOCANTINS","TO","12/2023","22","6","29040,97","7920","28","36960,97"
"171150","JAÚ DO TOCANTINS","TO","12/2023","38","15","50160","19800","53","69960"
"171180","JUARINA","TO","12/2023","16","14","21120","18480,87","30","39600,87"
"171190","LAGOA DA CONFUSÃO","TO","12/2023","124","101","163684,14","133320","225","297004,14"
"171195","LAGOA DO TOCANTINS","TO","12/2023","53","9","69961,07","11880","62","81841,07"
"171200","LAJEADO","TO","12/2023","15","15","19800","19800","30","39600"
"171215","LAVANDEIRA","TO","12/2023","10","3","13200","3960","13","17160"
"171240","LIZARDA","TO","12/2023","51","13","67320","17160","64","84480"
"171245","LUZINÓPOLIS","TO","12/2023","50","9","66001,96","11880","59","77881,96"
"171250","MARIANÓPOLIS DO TOCANTINS","TO","12/2023","56","33","73920,2","43560","89","117480,2"
"171270","MATEIROS","TO","12/2023","10","4","13200,9","5280,22","14","18481,12"
"171280","MAURILÂNDIA DO TOCANTINS","TO","12/2023","47","11","62041,8","14520,1","58","76561,9"
"171320","MIRACEMA DO TOCANTINS","TO","12/2023","713","475","941173,55","627002,92","1188","1568176,47"
"171330","MIRANORTE","TO","12/2023","263","224","347162,62","295680,21","487","642842,83"
"171360","MONTE DO CARMO","TO","12/2023","88","32","116160,26","42240","120","158400,26"
"171370","MONTE SANTO DO TOCANTINS","TO","12/2023","26","16","34320","21120,44","42","55440,44"
"171380","PALMEIRAS DO TOCANTINS","TO","12/2023","122","21","161042,35","27720","143","188762,35"
"171395","MURICILÂNDIA","TO","12/2023","34","17","44880,68","22440","51","67320,68"
"171420","NATIVIDADE","TO","12/2023","183","97","241561,39","128040","280","369601,39"
"171430","NAZARÉ","TO","12/2023","73","15","96360,2","19800,6","88","116160,8"
"171488","NOVA OLINDA","TO","12/2023","148","98","195360,24","129360","246","324720,24"
"171500","NOVA ROSALÂNDIA","TO","12/2023","46","32","60720,2","42240","78","102960,2"
"171510","NOVO ACORDO","TO","12/2023","57","25","75240","33000,52","82","108240,52"
"171515","NOVO ALEGRE","TO","12/2023","40","7","52801,99","9240","47","62041,99"
"171525","NOVO JARDIM","TO","12/2023","25","4","33002,05","5280","29","38282,05"
"171550","OLIVEIRA DE FÁTIMA","TO","12/2023","12","7","15840,9","9240","19","25080,9"
"171570","PALMEIRANTE","TO","12/2023","34","30","44880","39600,1","64","84480,1"
"171575","PALMEIRÓPOLIS","TO","12/2023","181","84","238921,5","110880","265","349801,5"
"171610","PARAÍSO DO TOCANTINS","TO","12/2023","1199","1073","1582725,71","1416387,06","2272","2999112,77"
"171620","PARANÃ","TO","12/2023","127","49","167641,25","64680,61","176","232321,86"
"171630","PAU DARCO","TO","12/2023","31","25","40920","33000","56","73920"
"171650","PEDRO AFONSO","TO","12/2023","274","112","361692,13","147841,94","386","509534,07"
"171660","PEIXE","TO","12/2023","160","116","211208,56","153121,12","276","364329,68"
"171665","PEQUIZEIRO","TO","12/2023","65","37","85801,17","48840,33","102","134641,50"
"171670","COLMÉIA","TO","12/2023","324","168","427687,85","221762,93","492","649450,78"
"171700","PINDORAMA DO TOCANTINS","TO","12/2023","56","11","73920,95","14520","67","88440,95"
"171720","PIRAQUÊ","TO","12/2023","13","16","17160,7","21120,2","29","38280,9"
"171750","PIUM","TO","12/2023","62","54","81840","71280","116","153120"
"171780","PONTE ALTA DO BOM JESUS","TO","12/2023","66","18","87120,33","23760","84","110880,33"
"171790","PONTE ALTA DO TOCANTINS","TO","12/2023","91","22","120120","29040","113","149160"
"171800","PORTO ALEGRE DO TOCANTINS","TO","12/2023","28","8","36960","10560","36","47520"
"171820","PORTO NACIONAL","TO","12/2023","1396","958","1845423,66","1267207,38","2354","3112631,04"
"171830","PRAIA NORTE","TO","12/2023","32","9","42240,2","11880","41","54120,2"
"171840","PRESIDENTE KENNEDY","TO","12/2023","39","21","51480,3","27720","60","79200,3"
"171845","PUGMIL","TO","12/2023","27","11","35640,78","14520","38","50160,78"
"171850","RECURSOLÂNDIA","TO","12/2023","46","11","60720,4","14520,2","57","75240,6"
"171855","RIACHINHO","TO","12/2023","60","17","79200,1","22440","77","101640,1"
"171865","RIO DA CONCEIÇÃO","TO","12/2023","3","2","3960","2640","5","6600"
"171870","RIO DOS BOIS","TO","12/2023","31","11","40920,2","14520,45","42","55440,65"
"171875","RIO SONO","TO","12/2023","78","24","102960","31680","102","134640"
"171880","SAMPAIO","TO","12/2023","30","19","39600","25080","49","64680"
"171884","SANDOLÂNDIA","TO","12/2023","35","24","46200,85","31680","59","77880,85"
"171886","SANTA FÉ DO ARAGUAIA","TO","12/2023","79","75","104281,07","99000","154","203281,07"
"171888","SANTA MARIA DO TOCANTINS","TO","12/2023","24","7","31682,77","9240,5","31","40923,27"
"171889","SANTA RITA DO TOCANTINS","TO","12/2023","9","10","11880","13200","19","25080"
"171890","SANTA ROSA DO TOCANTINS","TO","12/2023","64","12","84480,89","15840","76","100320,89"
"171900","SANTA TEREZA DO TOCANTINS","TO","12/2023","19","10","25080,2","13200","29","38280,2"
"172000","SANTA TEREZINHA DO TOCANTINS","TO","12/2023","34","4","46200,2","5280,2","38","51480,4"
"172010","SÃO BENTO DO TOCANTINS","TO","12/2023","47","23","62040,44","30360,62","70","92401,06"
"172015","SÃO FÉLIX DO TOCANTINS","TO","12/2023","19","5","25081,52","6600","24","31681,52"
