"Código","Unidade Territorial","UF","Referência","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal até meio salário-mínimo (Pobreza + Baixa renda) inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal acima de meio salário-mínimo*** inscritas no Cadastro Único"
"220600","MARCOS PARENTE","PI","05/2023","1858","1933","291"
"220600","MARCOS PARENTE","PI","09/2024","1227","1344","433"
"220600","MARCOS PARENTE","PI","03/2023","1862","1947","308"
"220600","MARCOS PARENTE","PI","08/2024","1280","1374","416"
"220600","MARCOS PARENTE","PI","07/2024","1270","1373","412"
"220600","MARCOS PARENTE","PI","06/2024","1306","1413","494"
"220600","MARCOS PARENTE","PI","05/2024","1382","1504","454"
"220600","MARCOS PARENTE","PI","04/2024","1393","1520","467"
"220600","MARCOS PARENTE","PI","04/2023","1859","1936","292"
"220600","MARCOS PARENTE","PI","03/2024","1402","1534","471"
"220600","MARCOS PARENTE","PI","02/2024","1405","1537","475"
"220600","MARCOS PARENTE","PI","01/2024","1477","1597","453"
"220600","MARCOS PARENTE","PI","12/2023","1564","1674","539"
"220600","MARCOS PARENTE","PI","11/2023","1565","1676","543"
"220600","MARCOS PARENTE","PI","10/2023","1581","1695","542"
"220600","MARCOS PARENTE","PI","09/2023","1675","1773","456"
"220600","MARCOS PARENTE","PI","08/2023","1680","1776","457"
"220600","MARCOS PARENTE","PI","07/2023","1673","1770","453"
"220600","MARCOS PARENTE","PI","06/2023","1675","1773","452"
"220605","MASSAPÊ DO PIAUÍ","PI","03/2023","1175","1454","279"
"220605","MASSAPÊ DO PIAUÍ","PI","09/2024","913","1262","353"
"220605","MASSAPÊ DO PIAUÍ","PI","08/2024","943","1265","327"
"220605","MASSAPÊ DO PIAUÍ","PI","07/2024","926","1245","322"
"220605","MASSAPÊ DO PIAUÍ","PI","06/2024","925","1250","411"
"220605","MASSAPÊ DO PIAUÍ","PI","05/2024","965","1283","379"
"220605","MASSAPÊ DO PIAUÍ","PI","04/2024","954","1273","382"
"220605","MASSAPÊ DO PIAUÍ","PI","03/2024","950","1271","387"
"220605","MASSAPÊ DO PIAUÍ","PI","02/2024","941","1263","392"
"220605","MASSAPÊ DO PIAUÍ","PI","01/2024","987","1306","360"
"220605","MASSAPÊ DO PIAUÍ","PI","12/2023","988","1302","398"
"220605","MASSAPÊ DO PIAUÍ","PI","11/2023","978","1300","398"
"220605","MASSAPÊ DO PIAUÍ","PI","10/2023","980","1302","400"
"220605","MASSAPÊ DO PIAUÍ","PI","09/2023","1058","1336","368"
"220605","MASSAPÊ DO PIAUÍ","PI","08/2023","1058","1335","366"
"220605","MASSAPÊ DO PIAUÍ","PI","07/2023","1045","1331","366"
"220605","MASSAPÊ DO PIAUÍ","PI","06/2023","1044","1330","366"
"220605","MASSAPÊ DO PIAUÍ","PI","05/2023","1161","1435","260"
"220605","MASSAPÊ DO PIAUÍ","PI","04/2023","1158","1432","262"
"220610","MATIAS OLÍMPIO","PI","04/2023","3131","3292","236"
"220610","MATIAS OLÍMPIO","PI","03/2023","3193","3359","252"
"220610","MATIAS OLÍMPIO","PI","09/2024","2711","2986","511"
"220610","MATIAS OLÍMPIO","PI","08/2024","2761","3012","478"
"220610","MATIAS OLÍMPIO","PI","07/2024","2726","2984","470"
"220610","MATIAS OLÍMPIO","PI","06/2024","2725","2998","531"
"220610","MATIAS OLÍMPIO","PI","05/2024","2740","3025","452"
"220610","MATIAS OLÍMPIO","PI","04/2024","2735","3028","458"
"220610","MATIAS OLÍMPIO","PI","03/2024","2726","3023","464"
"220610","MATIAS OLÍMPIO","PI","02/2024","2700","3001","465"
"220610","MATIAS OLÍMPIO","PI","01/2024","2761","3041","442"
"220610","MATIAS OLÍMPIO","PI","12/2023","2833","3087","540"
"220610","MATIAS OLÍMPIO","PI","11/2023","2792","3056","534"
"220610","MATIAS OLÍMPIO","PI","10/2023","2773","3045","530"
"220610","MATIAS OLÍMPIO","PI","09/2023","2901","3091","475"
"220610","MATIAS OLÍMPIO","PI","08/2023","2877","3076","469"
"220610","MATIAS OLÍMPIO","PI","07/2023","2860","3067","470"
"220610","MATIAS OLÍMPIO","PI","06/2023","2852","3065","469"
"220610","MATIAS OLÍMPIO","PI","05/2023","3130","3292","242"
"220620","MIGUEL ALVES","PI","05/2023","9207","9884","920"
"220620","MIGUEL ALVES","PI","03/2023","9282","9962","988"
"220620","MIGUEL ALVES","PI","04/2023","9213","9879","927"
"220620","MIGUEL ALVES","PI","09/2024","7767","8739","1740"
"220620","MIGUEL ALVES","PI","08/2024","7917","8879","1598"
"220620","MIGUEL ALVES","PI","07/2024","7845","8831","1593"
"220620","MIGUEL ALVES","PI","06/2024","7826","8834","1842"
"220620","MIGUEL ALVES","PI","05/2024","8052","9069","1614"
"220620","MIGUEL ALVES","PI","04/2024","8035","9063","1651"
"220620","MIGUEL ALVES","PI","03/2024","8000","9058","1645"
"220620","MIGUEL ALVES","PI","02/2024","7940","9013","1634"
"220620","MIGUEL ALVES","PI","01/2024","8193","9182","1549"
"220620","MIGUEL ALVES","PI","12/2023","8340","9262","1825"
"220620","MIGUEL ALVES","PI","11/2023","8231","9190","1843"
"220620","MIGUEL ALVES","PI","10/2023","8164","9146","1836"
"220620","MIGUEL ALVES","PI","09/2023","8461","9337","1625"
"220620","MIGUEL ALVES","PI","08/2023","8398","9278","1632"
"220620","MIGUEL ALVES","PI","07/2023","8337","9250","1635"
"220620","MIGUEL ALVES","PI","06/2023","8274","9196","1633"
"220630","MIGUEL LEÃO","PI","03/2024","189","279","124"
"220630","MIGUEL LEÃO","PI","09/2024","176","268","135"
"220630","MIGUEL LEÃO","PI","08/2024","186","274","129"
"220630","MIGUEL LEÃO","PI","07/2024","177","269","129"
"220630","MIGUEL LEÃO","PI","06/2024","181","271","131"
"220630","MIGUEL LEÃO","PI","05/2024","192","278","123"
"220630","MIGUEL LEÃO","PI","04/2024","191","280","124"
"220630","MIGUEL LEÃO","PI","02/2024","192","280","125"
"220630","MIGUEL LEÃO","PI","01/2024","196","285","121"
"220630","MIGUEL LEÃO","PI","12/2023","196","282","124"
"220630","MIGUEL LEÃO","PI","11/2023","194","281","124"
"220630","MIGUEL LEÃO","PI","10/2023","193","282","124"
"220630","MIGUEL LEÃO","PI","09/2023","205","293","119"
"220630","MIGUEL LEÃO","PI","08/2023","206","295","124"
"220630","MIGUEL LEÃO","PI","07/2023","206","299","127"
"220630","MIGUEL LEÃO","PI","06/2023","207","302","127"
"220630","MIGUEL LEÃO","PI","05/2023","226","322","107"
"220630","MIGUEL LEÃO","PI","04/2023","224","319","105"
"220630","MIGUEL LEÃO","PI","03/2023","225","318","103"
"220635","MILTON BRANDÃO","PI","05/2023","1563","1864","262"
"220635","MILTON BRANDÃO","PI","04/2023","1567","1869","263"
"220635","MILTON BRANDÃO","PI","03/2023","1567","1871","276"
"220635","MILTON BRANDÃO","PI","06/2023","1429","1705","432"
"220635","MILTON BRANDÃO","PI","07/2023","1435","1709","434"
"220635","MILTON BRANDÃO","PI","08/2023","1451","1715","432"
"220635","MILTON BRANDÃO","PI","09/2023","1464","1729","431"
"220635","MILTON BRANDÃO","PI","10/2023","1416","1706","466"
"220635","MILTON BRANDÃO","PI","11/2023","1430","1714","470"
"220635","MILTON BRANDÃO","PI","12/2023","1440","1722","467"
"220635","MILTON BRANDÃO","PI","01/2024","1436","1733","411"
"220635","MILTON BRANDÃO","PI","02/2024","1418","1720","432"
"220635","MILTON BRANDÃO","PI","03/2024","1445","1741","436"
"220635","MILTON BRANDÃO","PI","04/2024","1447","1748","430"
"220635","MILTON BRANDÃO","PI","05/2024","1450","1750","430"
"220635","MILTON BRANDÃO","PI","06/2024","1427","1707","487"
"220635","MILTON BRANDÃO","PI","07/2024","1425","1708","431"
"220635","MILTON BRANDÃO","PI","08/2024","1454","1734","431"
"220635","MILTON BRANDÃO","PI","09/2024","1454","1720","458"
"220640","MONSENHOR GIL","PI","03/2023","2045","2449","428"
"220640","MONSENHOR GIL","PI","09/2024","1587","2016","639"
"220640","MONSENHOR GIL","PI","08/2024","1620","2053","621"
"220640","MONSENHOR GIL","PI","07/2024","1606","2045","618"
"220640","MONSENHOR GIL","PI","06/2024","1622","2066","717"
"220640","MONSENHOR GIL","PI","05/2024","1703","2172","609"
"220640","MONSENHOR GIL","PI","04/2024","1722","2200","623"
"220640","MONSENHOR GIL","PI","03/2024","1738","2216","615"
"220640","MONSENHOR GIL","PI","02/2024","1723","2203","618"
"220640","MONSENHOR GIL","PI","01/2024","1783","2251","577"
"220640","MONSENHOR GIL","PI","12/2023","1808","2235","687"
"220640","MONSENHOR GIL","PI","11/2023","1807","2234","684"
"220640","MONSENHOR GIL","PI","10/2023","1809","2232","676"
"220640","MONSENHOR GIL","PI","09/2023","1896","2316","581"
"220640","MONSENHOR GIL","PI","08/2023","1883","2303","572"
"220640","MONSENHOR GIL","PI","07/2023","1871","2297","565"
"220640","MONSENHOR GIL","PI","06/2023","1857","2282","553"
"220640","MONSENHOR GIL","PI","05/2023","2042","2444","368"
"220640","MONSENHOR GIL","PI","04/2023","2014","2410","372"
"220650","MONSENHOR HIPÓLITO","PI","08/2024","1995","2319","639"
"220650","MONSENHOR HIPÓLITO","PI","09/2024","1924","2294","688"
"220650","MONSENHOR HIPÓLITO","PI","07/2024","1965","2296","622"
"220650","MONSENHOR HIPÓLITO","PI","06/2024","1959","2296","698"
"220650","MONSENHOR HIPÓLITO","PI","05/2024","2030","2362","629"
"220650","MONSENHOR HIPÓLITO","PI","04/2024","2010","2348","629"
"220650","MONSENHOR HIPÓLITO","PI","03/2024","2000","2339","630"
"220650","MONSENHOR HIPÓLITO","PI","02/2024","1978","2321","632"
"220650","MONSENHOR HIPÓLITO","PI","01/2024","2046","2357","593"
"220650","MONSENHOR HIPÓLITO","PI","12/2023","2080","2382","666"
"220650","MONSENHOR HIPÓLITO","PI","11/2023","2061","2363","676"
"220650","MONSENHOR HIPÓLITO","PI","10/2023","2051","2354","675"
"220650","MONSENHOR HIPÓLITO","PI","09/2023","2108","2414","614"
"220650","MONSENHOR HIPÓLITO","PI","08/2023","2096","2399","622"
"220650","MONSENHOR HIPÓLITO","PI","07/2023","2073","2399","619"
"220650","MONSENHOR HIPÓLITO","PI","06/2023","2048","2372","593"
"220650","MONSENHOR HIPÓLITO","PI","05/2023","2204","2535","425"
"220650","MONSENHOR HIPÓLITO","PI","04/2023","2181","2516","427"
"220650","MONSENHOR HIPÓLITO","PI","03/2023","2168","2509","438"
"220660","MONTE ALEGRE DO PIAUÍ","PI","04/2023","2159","2543","515"
"220660","MONTE ALEGRE DO PIAUÍ","PI","05/2023","2146","2525","519"
"220660","MONTE ALEGRE DO PIAUÍ","PI","06/2023","1972","2345","734"
"220660","MONTE ALEGRE DO PIAUÍ","PI","07/2023","1996","2363","739"
"220660","MONTE ALEGRE DO PIAUÍ","PI","08/2023","2041","2408","745"
"220660","MONTE ALEGRE DO PIAUÍ","PI","09/2023","2073","2440","743"
"220660","MONTE ALEGRE DO PIAUÍ","PI","10/2023","1886","2338","857"
"220660","MONTE ALEGRE DO PIAUÍ","PI","11/2023","1890","2341","857"
"220660","MONTE ALEGRE DO PIAUÍ","PI","12/2023","1915","2347","853"
"220660","MONTE ALEGRE DO PIAUÍ","PI","01/2024","1915","2382","764"
"220660","MONTE ALEGRE DO PIAUÍ","PI","02/2024","1854","2335","807"
"220660","MONTE ALEGRE DO PIAUÍ","PI","03/2024","1865","2334","809"
"220660","MONTE ALEGRE DO PIAUÍ","PI","04/2024","1906","2357","805"
"220660","MONTE ALEGRE DO PIAUÍ","PI","05/2024","1907","2355","802"
"220660","MONTE ALEGRE DO PIAUÍ","PI","06/2024","1805","2278","869"
"220660","MONTE ALEGRE DO PIAUÍ","PI","07/2024","1826","2283","753"
"220660","MONTE ALEGRE DO PIAUÍ","PI","08/2024","1861","2300","756"
"220660","MONTE ALEGRE DO PIAUÍ","PI","09/2024","1819","2287","774"
"220660","MONTE ALEGRE DO PIAUÍ","PI","03/2023","2193","2580","530"
"220665","MORRO CABEÇA NO TEMPO","PI","09/2024","1109","1328","367"
"220665","MORRO CABEÇA NO TEMPO","PI","03/2023","1282","1442","241"
"220665","MORRO CABEÇA NO TEMPO","PI","04/2023","1282","1439","227"
"220665","MORRO CABEÇA NO TEMPO","PI","05/2023","1297","1451","222"
"220665","MORRO CABEÇA NO TEMPO","PI","06/2023","1169","1324","362"
"220665","MORRO CABEÇA NO TEMPO","PI","07/2023","1183","1333","364"
"220665","MORRO CABEÇA NO TEMPO","PI","08/2023","1202","1344","360"
"220665","MORRO CABEÇA NO TEMPO","PI","09/2023","1223","1360","360"
"220665","MORRO CABEÇA NO TEMPO","PI","10/2023","1146","1332","395"
"220665","MORRO CABEÇA NO TEMPO","PI","11/2023","1160","1346","393"
"220665","MORRO CABEÇA NO TEMPO","PI","12/2023","1188","1367","385"
"220665","MORRO CABEÇA NO TEMPO","PI","01/2024","1188","1366","347"
"220665","MORRO CABEÇA NO TEMPO","PI","02/2024","1154","1345","369"
"220665","MORRO CABEÇA NO TEMPO","PI","03/2024","1166","1354","366"
"220665","MORRO CABEÇA NO TEMPO","PI","04/2024","1178","1358","360"
"220665","MORRO CABEÇA NO TEMPO","PI","05/2024","1182","1362","353"
"220665","MORRO CABEÇA NO TEMPO","PI","06/2024","1116","1327","394"
"220665","MORRO CABEÇA NO TEMPO","PI","07/2024","1124","1334","337"
"220665","MORRO CABEÇA NO TEMPO","PI","08/2024","1143","1344","349"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","09/2024","1179","1485","321"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","03/2023","1503","1760","187"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","04/2023","1482","1731","163"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","05/2023","1490","1737","167"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","06/2023","1339","1609","292"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","07/2023","1344","1610","291"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","08/2023","1349","1610","293"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","09/2023","1350","1609","295"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","10/2023","1271","1559","348"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","11/2023","1271","1557","345"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","12/2023","1290","1563","346"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","01/2024","1273","1554","296"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","02/2024","1222","1522","314"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","03/2024","1226","1525","310"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","04/2024","1237","1529","307"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","05/2024","1238","1528","302"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","06/2024","1189","1482","347"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","07/2024","1196","1484","302"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","08/2024","1210","1491","303"
"220669","MURICI DOS PORTELAS","PI","04/2023","1685","1839","112"
"220669","MURICI DOS PORTELAS","PI","03/2023","1722","1884","101"
"220669","MURICI DOS PORTELAS","PI","09/2024","1442","1683","264"
"220669","MURICI DOS PORTELAS","PI","08/2024","1468","1707","252"
"220669","MURICI DOS PORTELAS","PI","07/2024","1449","1692","260"
"220669","MURICI DOS PORTELAS","PI","06/2024","1440","1688","305"
"220669","MURICI DOS PORTELAS","PI","05/2024","1473","1715","267"
"220669","MURICI DOS PORTELAS","PI","04/2024","1476","1718","271"
"220669","MURICI DOS PORTELAS","PI","03/2024","1466","1715","272"
"220669","MURICI DOS PORTELAS","PI","02/2024","1458","1702","269"
"220669","MURICI DOS PORTELAS","PI","01/2024","1502","1740","240"
"220669","MURICI DOS PORTELAS","PI","12/2023","1509","1724","279"
"220669","MURICI DOS PORTELAS","PI","11/2023","1491","1713","285"
"220669","MURICI DOS PORTELAS","PI","10/2023","1491","1709","286"
"220669","MURICI DOS PORTELAS","PI","09/2023","1541","1727","258"
"220669","MURICI DOS PORTELAS","PI","08/2023","1523","1709","264"
"220669","MURICI DOS PORTELAS","PI","07/2023","1522","1712","264"
"220669","MURICI DOS PORTELAS","PI","06/2023","1518","1702","266"
"220669","MURICI DOS PORTELAS","PI","05/2023","1690","1845","113"
"220670","NAZARÉ DO PIAUÍ","PI","07/2023","1850","2105","739"
"220670","NAZARÉ DO PIAUÍ","PI","04/2023","2051","2294","549"
"220670","NAZARÉ DO PIAUÍ","PI","09/2024","1630","1875","724"
"220670","NAZARÉ DO PIAUÍ","PI","08/2024","1678","1913","690"
"220670","NAZARÉ DO PIAUÍ","PI","07/2024","1659","1891","673"
"220670","NAZARÉ DO PIAUÍ","PI","06/2024","1653","1903","766"
"220670","NAZARÉ DO PIAUÍ","PI","05/2024","1693","1968","718"
"220670","NAZARÉ DO PIAUÍ","PI","04/2024","1695","1973","725"
"220670","NAZARÉ DO PIAUÍ","PI","03/2024","1685","1972","730"
"220670","NAZARÉ DO PIAUÍ","PI","02/2024","1671","1961","737"
"220670","NAZARÉ DO PIAUÍ","PI","01/2024","1735","2027","704"
"220670","NAZARÉ DO PIAUÍ","PI","12/2023","1805","2065","800"
"220670","NAZARÉ DO PIAUÍ","PI","11/2023","1793","2060","805"
"220670","NAZARÉ DO PIAUÍ","PI","10/2023","1785","2061","803"
"220670","NAZARÉ DO PIAUÍ","PI","09/2023","1877","2122","741"
"220670","NAZARÉ DO PIAUÍ","PI","08/2023","1865","2109","737"
"220670","NAZARÉ DO PIAUÍ","PI","03/2023","2065","2314","562"
"220670","NAZARÉ DO PIAUÍ","PI","06/2023","1833","2087","736"
"220670","NAZARÉ DO PIAUÍ","PI","05/2023","2040","2280","535"
"220672","NAZÁRIA","PI","09/2024","2109","2615","837"
"220672","NAZÁRIA","PI","08/2024","2163","2655","796"
"220672","NAZÁRIA","PI","07/2024","2123","2625","790"
"220672","NAZÁRIA","PI","06/2024","2153","2666","1000"
"220672","NAZÁRIA","PI","05/2024","2315","2825","914"
"220672","NAZÁRIA","PI","04/2024","2356","2869","934"
"220672","NAZÁRIA","PI","03/2024","2399","2917","937"
"220672","NAZÁRIA","PI","02/2024","2398","2915","940"
"220672","NAZÁRIA","PI","01/2024","2544","3021","894"
"220672","NAZÁRIA","PI","12/2023","2635","3078","1015"
"220672","NAZÁRIA","PI","11/2023","2632","3086","1016"
"220672","NAZÁRIA","PI","10/2023","2639","3093","1012"
"220672","NAZÁRIA","PI","09/2023","2774","3191","937"
"220672","NAZÁRIA","PI","08/2023","2779","3187","932"
"220672","NAZÁRIA","PI","07/2023","2754","3178","935"
"220672","NAZÁRIA","PI","06/2023","2745","3173","933"
"220672","NAZÁRIA","PI","05/2023","3140","3427","668"
"220672","NAZÁRIA","PI","04/2023","3129","3415","682"
"220672","NAZÁRIA","PI","03/2023","3152","3444","736"
"220675","NOSSA SENHORA DE NAZARÉ","PI","07/2024","963","1214","354"
"220675","NOSSA SENHORA DE NAZARÉ","PI","09/2024","953","1212","369"
"220675","NOSSA SENHORA DE NAZARÉ","PI","03/2023","1119","1364","176"
"220675","NOSSA SENHORA DE NAZARÉ","PI","04/2023","1121","1359","157"
"220675","NOSSA SENHORA DE NAZARÉ","PI","05/2023","1120","1361","156"
"220675","NOSSA SENHORA DE NAZARÉ","PI","06/2023","1023","1259","269"
"220675","NOSSA SENHORA DE NAZARÉ","PI","07/2023","1036","1267","274"
"220675","NOSSA SENHORA DE NAZARÉ","PI","08/2023","1049","1277","282"
"220675","NOSSA SENHORA DE NAZARÉ","PI","09/2023","1058","1291","283"
"220675","NOSSA SENHORA DE NAZARÉ","PI","10/2023","1012","1271","308"
"220675","NOSSA SENHORA DE NAZARÉ","PI","11/2023","1015","1273","310"
"220675","NOSSA SENHORA DE NAZARÉ","PI","12/2023","1023","1277","311"
"220675","NOSSA SENHORA DE NAZARÉ","PI","01/2024","1013","1270","274"
"220675","NOSSA SENHORA DE NAZARÉ","PI","02/2024","987","1255","298"
"220675","NOSSA SENHORA DE NAZARÉ","PI","03/2024","1000","1259","301"
"220675","NOSSA SENHORA DE NAZARÉ","PI","04/2024","1003","1264","303"
"220675","NOSSA SENHORA DE NAZARÉ","PI","05/2024","1003","1260","309"
"220675","NOSSA SENHORA DE NAZARÉ","PI","06/2024","962","1215","372"
"220675","NOSSA SENHORA DE NAZARÉ","PI","08/2024","973","1224","353"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","04/2023","3351","3550","195"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","03/2023","3362","3569","199"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","09/2024","2970","3143","372"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","08/2024","3005","3164","345"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","07/2024","2973","3142","344"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","06/2024","2973","3147","389"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","05/2024","3035","3201","341"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","04/2024","3028","3196","352"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","03/2024","2997","3177","367"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","02/2024","2971","3155","373"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","01/2024","3027","3201","338"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","12/2023","3141","3337","466"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","11/2023","3079","3291","491"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","10/2023","3069","3285","498"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","09/2023","3190","3406","380"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","08/2023","3175","3397","383"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","07/2023","3151","3381","388"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","06/2023","3124","3369","391"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","05/2023","3360","3553","196"
"220690","NOVO ORIENTE DO PIAUÍ","PI","09/2024","1061","1305","464"
"220690","NOVO ORIENTE DO PIAUÍ","PI","03/2023","1327","1611","276"
"220690","NOVO ORIENTE DO PIAUÍ","PI","05/2023","1315","1586","271"
"220690","NOVO ORIENTE DO PIAUÍ","PI","06/2023","1046","1361","503"
"220690","NOVO ORIENTE DO PIAUÍ","PI","07/2023","1062","1369","499"
"220690","NOVO ORIENTE DO PIAUÍ","PI","08/2023","1113","1392","477"
